name,npts,solution,resíduo algébrico,resíduo geométrico,gradiente algébrico,gradiente geométrico
sphere2D_-72.8_85.6_13.0_0.csv,694,"[-72.79669194856668, 85.55075008020656, 13.076173859760933]",492647.25604106317,559.3858280869554,[2.446536996103532e-6 -1.4680920621401583e-6 -9.880465086098411e-7],[2.3872575807576792 -9.207019448301958 55.77802665055617]
sphere2D_-73.0_-22.6_50.0_0.csv,281,"[-72.86370761949344, -22.407686944063236, 50.06157112700059]",2.4027054894370576e6,209.34926245997522,[9.222731023328379e-9 -6.934690155446788e-8 -2.1124583327036817e-6],[0.30613986527064735 0.7655464329550337 4.804888909391039]
sphere2D_-76.3_-81.6_102.0_0.csv,206,"[-76.46420395313902, -81.6043052821525, 102.11694645336247]",8.032227657946555e6,158.08587611022438,[1.0213414498139173e-5 1.1484171636766405e-5 -1.3265620509628206e-5],[0.7806697568772294 -0.08655627116982212 1.8847238200601737]
sphere2D_-76.3_38.4_146.0_0.csv,764,"[-76.29504132108949, 38.33334886893761, 146.01276130562636]",6.73324646921666e7,629.3587272090417,[7.525854744017124e-5 2.241132074232155e-5 -6.770843174308538e-5],[0.9439717023219352 -0.7426954462256998 5.405539365699212]
sphere2D_-77.3_-36.5_64.0_0.csv,137,"[-77.44194298014523, -36.591275758579, 64.03307792899369]",2.2043597281752503e6,102.20248223712618,[-1.8115515558747575e-6 -1.4252512414714147e-7 3.053413820452988e-6],[1.033281887892553 -1.6578754218815734 2.108238370262029]
sphere2D_-79.0_66.0_136.0_0.csv,590,"[-78.95539105578557, 65.99390408739079, 136.0061594314927]",4.795232977691086e7,497.387300666068,[0.00019929818517994136 -5.970801417021221e-5 -0.0003275997150922194],[0.16570513326655245 -0.8315532629276619 4.768573633249844]
sphere2D_-79.7_69.2_49.0_0.csv,100,"[-79.72799162968312, 69.33100426594662, 49.080511579008835]",946511.1993922344,81.43257436698981,[1.2527743820101023e-6 2.304095687577501e-7 -1.9287545001134276e-6],[0.372563085542704 0.8815681696476537 1.9968811905077928]
sphere2D_-8.2_-67.7_59.0_0.csv,684,"[-8.21949319635817, -67.60579749245136, 59.025586535056995]",8.496923412797691e6,519.6457961948996,[2.2879143216414377e-5 -1.1452599608219316e-5 2.3074571799952537e-6],[-7.422924335970828 2.7790586442472485 10.336438836721115]
sphere2D_-80.8_1.1_143.0_0.csv,118,"[-80.70818113149917, 1.2513366754528539, 142.98933841917182]",1.0447468896415155e7,101.36977095199512,[1.9199796952307224e-6 -9.444818260817556e-8 8.157221600413322e-7],[-0.008262894832048673 0.1661417903443394 0.8931582830410889]
sphere2D_-81.2_-1.5_105.0_0.csv,996,"[-81.19378404283277, -1.5217678188003416, 105.04447527351645]",4.2740129352165245e7,783.1588312378692,[-1.8297141650691628e-6 1.187589276696599e-6 8.735441952012479e-7],[-0.1942557784924599 1.6923200493535224 9.223202582215691]
